Наименование сделки,Курс юаня,Курс $,Наименование,Количество заказанных позиций,Цена в юанях,Масса товара,Source File
"Order-1297, заявка от 01.11",12.92,94.1,"LFR-1/ 8-D-MINI FESTO, новый номер 8002278 LFR-1/8-D-MINI-MPA ",1.0,265.0,0.46,orders
"Order-1297, заявка от 01.11",12.92,94.1,фильтр гидравлический полно-поточный 4333469,42.0,451.0,3.0,orders
"Order-1297, заявка от 01.11",12.92,94.1,B-1/43569,20.0,6.0,0.015,orders
"Order-1297, заявка от 01.11",12.92,94.1,B-1/83568,20.0,5.0,0.007,orders
"Order-1297, заявка от 01.11",12.92,94.1,Муфта переходная Н/ 25241,20.0,141.0,2.6,orders
"Order-1297, заявка от 01.11",12.92,94.1,QSY-10H-8-B133149,20.0,24.0,0.013,orders
"Order-1297, заявка от 01.11",12.92,94.1,3540156 Корпус защелок внутренний верхней части керноприемника H/P,5.0,407.0,1.2,orders
"Order-1297, заявка от 01.11",12.92,94.1,104958 Кольцо посадочное верхней части керноприемника H,10.0,41.0,0.3,orders
"Order-1297, заявка от 01.11",12.92,94.1,25231 Шпиндель верхней части керноприемника H,20.0,213.0,2.5,orders
"Order-1297, заявка от 01.11",12.92,94.1,25232 Манжета сигнализатора мягкая HQ,200.0,23.0,0.1,orders
"Order-1297, заявка от 01.11",12.92,94.1,25234 Шпиндельный центратор HQ,40.0,75.0,0.2,orders
"Order-1376, Смирнов Дмитрий 08.11.2023",12.92,94.1,PM-I-12-F-0150-M 0000X000XX05XXX,2.0,3877.0,0.5,orders
"Order-1376, Смирнов Дмитрий 08.11.2023",12.92,94.1,C8-2AP-W21-K5DR-L,2.0,1474.4,2.0,orders
"Order-1376, Смирнов Дмитрий 08.11.2023",12.92,94.1,QSC-10153265,20.0,6.0,0.008,orders
"Order-1376, Смирнов Дмитрий 08.11.2023",12.92,94.1,HE-2-QS-6153467,50.0,61.0,0.023,orders
"Order-1376, Смирнов Дмитрий 08.11.2023",12.92,94.1,HE-2-QS-8153468,50.0,66.0,0.026,orders
"Order-1376, Смирнов Дмитрий 08.11.2023",12.92,94.1,HE-2-QS-10153469,50.0,73.0,0.041,orders
"Order-1376, Смирнов Дмитрий 08.11.2023",12.92,94.1,HE-2-QS-12153470,20.0,77.0,0.047,orders
"Order-1376, Смирнов Дмитрий 08.11.2023",12.92,94.1,QS-10H-8153043,50.0,13.0,0.0058,orders
"Order-1420, заявка от 13.11",12.8,92.0,"3545401 Переходник релитовый, с гранями, BQ",5.0,153.0,1.7,orders
"Order-1420, заявка от 13.11",12.8,92.0,1114336,1.0,7866.0,11.39,orders
"Order-1420, заявка от 13.11",12.8,92.0,24312 Подшипник подвески НQ,20.0,44.0,0.3,orders
"Order-1420, заявка от 13.11",12.8,92.0,40678 Насадка керноприемной трубы в сборе верхней части керноприемника H,10.0,352.0,1.5,orders
"Order-1420, заявка от 13.11",12.8,92.0,44464 Переходник с бурильной штанги HQ (папа) на сальник BW (папа),10.0,266.0,5.0,orders
"Order-1420, заявка от 13.11",12.8,92.0,306079 Метчик бурильных труб HRQHP,5.0,498.0,7.0,orders
"Order-1420, заявка от 13.11",12.8,92.0,"43480 Ключ бурильной штанги, N",10.0,281.0,3.5,orders
"Order-1420, заявка от 13.11",12.8,92.0,"28260 Ключ наружной трубы, H, 92 мм",10.0,329.0,4.6,orders
"Order-1420, заявка от 13.11",12.8,92.0,43482 Ключ бурильной штанги H,15.0,339.0,4.5,orders
"Order-1420, заявка от 13.11",12.8,92.0,6950 Лапка овершота BQ,20.0,143.0,0.5,orders
"Order-1420, заявка от 13.11",12.8,92.0,3542493 Блок загрузочной камеры BQ,1.0,1e-15,1e-18,orders
"Order-1420, заявка от 13.11",12.8,92.0,3541911 Переходник вертлюга,1.0,1e-16,1e-20,orders
"Order-1420, заявка от 13.11",12.8,92.0,3542496 Комплект присоединительный,1.0,1e-27,9.999999999999999e-27,orders
"Order-1420, заявка от 13.11",12.8,92.0,3546544 Высокоскоростной промывочный вертлюг BQ,2.0,1693.0,3.0,orders
"Order-1420, заявка от 13.11",12.8,92.0,25318 Ключ внутренней трубы BQ,10.0,238.0,1.8,orders
"Order-1420, заявка от 13.11",12.8,92.0,28252 Ключ наружней трубы ВQ,10.0,238.0,1.9,orders
"Order-1420, заявка от 13.11",12.8,92.0,43481 Ключ бурильной трубы BQ,15.0,270.0,2.0,orders
"Order-1420, заявка от 13.11",12.8,92.0,88444 Удлинитель шпинделя универсального промывочного сальника,5.0,1e-22,1e-21,orders
"Order-1420, заявка от 13.11",12.8,92.0,35879 Адаптер гидравлический (штуцер) #20 NPT-M to #20 JIC-M,10.0,1e-20,1e-21,orders
"Order-1420, заявка от 13.11",12.8,92.0,3547000 Копьевидный наконечник головного блока нового образца (с одной ножкой ),10.0,1e-25,1e-20,orders
"Order-1420, заявка от 13.11",12.8,92.0,5003191 Пружина стопора копьевидного наконечника (нового образца),10.0,9.999999999999999e-27,1.0000000000000001e-23,orders
"Order-1420, заявка от 13.11",12.8,92.0,"3541932 Болт 3/8""-16 UNC X 3/4 NYLOC верхней части керноприемника B/N/H/Р",30.0,3.0,0.01,orders
"Order-1420, заявка от 13.11",12.8,92.0,"3540528 Гладкий штифт 1/2"" x 2-1/8”",10.0,18.0,0.02,orders
"Order-1420, заявка от 13.11",12.8,92.0,"3542027 Пружина защёлок BQ,NQ,HQ,PQ",30.0,7.0,0.02,orders
"Order-1420, заявка от 13.11",12.8,92.0,25262 Переходник между штангой HQ(box) и метчиком NW(pin).,1.0,266.0,5.0,orders
"Order-1420, заявка от 13.11",12.8,92.0,28255 Ключ внутренней трубы HQ,10.0,281.0,3.5,orders
"Order-1420, заявка от 13.11",12.8,92.0,"24346 Труба колонковая наружная для колонкового набора BQU 3,0м",10.0,638.0,25.0,orders
"Order-1420, заявка от 13.11",12.8,92.0,"24339 Труба внутренняя (керноприёмная) BQ 3,0м",20.0,321.0,8.0,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QSL-G3/8-10186123,20.0,15.0,0.033,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,"424-06-43241 ФАРА, оригинал",1.0,241.8,0.55,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QS-8153033,50.0,8.0,0.0094,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QS-10-8153039,50.0,11.0,0.014,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QS-10153034,30.0,11.0,0.016,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QS-12-10153040,20.0,12.0,0.021,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QS-12153035,20.0,13.0,0.022,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QSLV2-G1/4-8186227,10.0,53.0,0.044,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QSL-1/8-8153048,20.0,8.0,0.014,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QS-1/4-8153005,30.0,6.0,0.014,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QS-1/4-10153007,30.0,7.0,0.019,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QS-1/4-12164980,10.0,9.0,0.037,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QSL-1/4-8153049,30.0,8.0,0.02,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QSL-G1/4-12186351,10.0,15.0,0.029,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QS-4153031,20.0,8.0,0.0047,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QSY-4153148,30.0,11.0,0.0076,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QSC-8H153268,30.0,4.0,0.0005,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QSC-6153263,20.0,5.0,0.0035,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QSRL-M5-4153529,50.0,69.0,0.013,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QSM-M5-4153304,50.0,6.0,0.0032,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QSM-M5-6153306,50.0,6.0,0.0045,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QS-1/8-6153002,50.0,5.0,0.0082,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QS-1/4-6153003,50.0,5.0,0.015,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QSL-G1/8-6186117,50.0,9.0,0.014,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QSML-G1/8-4186268,50.0,9.0,0.009,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QSML-M5-6153335,50.0,7.0,0.0041,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QSL-1/4-6153047,50.0,7.0,0.019,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QS-1/8-8153004,50.0,5.0,0.014,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QSY-6-4153153,50.0,13.0,0.0011,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QSY-6153149,50.0,12.0,0.0011,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,GRLA-M5-QS-6-RS-D197578,50.0,41.0,0.014,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,GRLO-M5-QS-4-LF-C175057,50.0,77.0,0.009,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QS-8-6153038,30.0,8.0,0.0088,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,QSML-M5-4153333,50.0,9.0,0.0034,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,LSP-1/4-D,5.0,103.0,0.24,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,GRLZ-1/8-QS-6-D193158,20.0,41.0,0.022,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,GRLA-1/8-QS-6-RS-D197581,20.0,42.0,0.023,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,GRLA-1/8-QS-4-D193143,20.0,44.0,0.022,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,GRLA-M5-QS-4-RS-D197577,20.0,42.0,0.014,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,GRLA-M5-QS-4-D193138,20.0,35.0,0.013,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,RJ0805U,50.0,149.0,0.02,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,RBLC1007,50.0,213.0,0.03,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,RBC1007,50.0,164.0,0.03,orders
"Order-1438, заказ 432 33590 FESTO SMC",13.4,92.0,KQ2L04-M3G,50.0,15.0,0.0027,orders
"Order-1440, заказ 433 NORGREN",13.4,92.0,X3047702,4.0,570.0,0.4,orders
"Order-1440, заказ 433 NORGREN",13.4,92.0,фильтр воздушныйвнутренний 4331920,10.0,693.0,2.06,orders
"Order-1440, заказ 433 NORGREN",13.4,92.0,фильтр сапуна гидробака 4688142,6.0,550.0,0.03,orders
"Order-1219, заявка 23.10 пленка светоотражающая",91.26,0.0,Пленка светоотражающая ,1.0,3632.25,1e-06,orders
"Order-1219, заявка 23.10 пленка светоотражающая",91.26,0.0,LIEBHERR LH 30 C LITRONIC vin: WLHZ1526CZK101294 12246908,2.0,678.0,0.1,orders
"Order-1407, JOTM990104",12.64,91.45,"427-15-19320, Оригинал",32.0,588.9,0.193,orders
"Order-1407, JOTM990104",12.64,91.45,Заглушка 07042-a0312,4.0,47.0,0.04,orders
"Order-1407, JOTM990104",12.64,91.45,9601540410002400 (9601540.4100.024),2.0,1450.0,1.3,orders
"Order-1407, JOTM990104",12.64,91.45,фильтр гидравлический полно-поточный 4654745,42.0,462.0,3.0,orders
"Order-1385, Джон дир №1 9660",13.13,91.45,Filter AH168783,1.0,974.59,2.4,orders
"Order-1385, Джон дир №1 9660",13.13,91.45,CQ2B25-PS ,4.0,28.0,0.2,orders
"Order-1441, заявка 14.11 серводвигатель",13.15,91.45,Servomotor Yaskawa Sigma A-26696-1 SGMJV-01A3A6S ,6.0,1100.0,4.0,orders
"Order-1443, _001_KSK_2023_14_11_Festo",13.13,91.45,576146 DFSP-50-30-S-PA ,1.0,600.0,1.0,orders
"Order-1449, Оксана, Festo 15.11",13.13,91.45,FESTO VL/0-3/4-ТТ40 ,1.0,2200.0,1.2,orders
"Order-1447, Рамиль Замалиев 15.11.2023 1 заказ",13.13,91.45,196663 CDVI5.0-MT2H-2X3OLS ,1.0,1300.0,0.21,orders
"Order-1447, Рамиль Замалиев 15.11.2023 1 заказ",13.13,91.45,9710515205100000.,33.0,2550.0,1.65,orders
"Order-1448, Рамиль Замалиев 15.11.2023 2 заказ",13.13,91.45,AR40-F04-A,1.0,215.0,0.56,orders
"Order-1448, Рамиль Замалиев 15.11.2023 2 заказ",13.13,91.45,9712515000000000 (9712515.2050.024),6.0,6900.0,2.4,orders
"Order-1448, Рамиль Замалиев 15.11.2023 2 заказ",13.13,91.45,"LR-1/4-D-MINI, новый номер: LR-1/4-D-MINI-MPA ",10.0,163.0,0.35,orders
"Order-1448, Рамиль Замалиев 15.11.2023 2 заказ",13.13,91.45,9710515000000000 (9710515.2050.024),3.0,2500.0,1.65,orders
"Order-1448, Рамиль Замалиев 15.11.2023 2 заказ",13.13,91.45,SY5320-5YO-C6F-Q ,2.0,460.0,0.11,orders
"Order-1446, _016_OLA_2023_11_15_Festo",13.13,91.45,EV-40-5 184857 ,5.0,300.0,0.052,orders
"Order-1446, _016_OLA_2023_11_15_Festo",13.13,91.45,LVA20-02-C1-Z,3.0,1000.0,0.09,orders
"Order-1446, _016_OLA_2023_11_15_Festo",13.13,91.45,"SMC IL220-02-XRT01, проверьте номер",5.0,0.0,1e-05,orders
"Order-1446, _016_OLA_2023_11_15_Festo",13.13,91.45,SY5120-5YO-C6F-Q ,3.0,236.0,0.1,orders
"Order-1446, _016_OLA_2023_11_15_Festo",13.13,91.45,9710545000000000 (9710545.2052.024),20.0,2690.0,1.65,orders
"Order-1444, _007_SGC_2023_11_15_Festo",13.13,91.45,"SGS-M10X1,25 ",1.0,55.0,0.087,orders
"Order-1444, _007_SGC_2023_11_15_Festo",13.13,91.45,2675245,1.0,116988.0,1478.0,orders
"Order-1444, _007_SGC_2023_11_15_Festo",13.13,91.45,"419-09-11250 Фиттинг, оригинаол",20.0,88.0,0.01,orders
"Order-1444, _007_SGC_2023_11_15_Festo",13.13,91.45,ITV1030-01F1N ,3.0,1374.0,0.2,orders
"Order-1444, _007_SGC_2023_11_15_Festo",13.13,91.45,CS1-300A-PS ,1.0,422.0,0.2,orders
"Order-1451, заявка 15.11 Орфей",13.15,92.0,CY3B25-1200 ,2.0,1800.0,1.22,orders
"Order-1451, заявка 15.11 Орфей",13.15,92.0,"195-15-77200 Комплект кабелей, Оригинал",4.0,5796.0,0.5,orders
"Order-1451, заявка 15.11 Орфей",13.15,92.0,"56C-27-19591 Сальник, оригинал",2.0,993.2,0.09,orders
"Order-1451, заявка 15.11 Орфей",13.15,92.0,EVT317-5DO-02F-Q ,10.0,424.0,0.3,orders
"Order-1442, _001_DFT_2023_11_14_Festo",13.13,91.45,"MEBN-5/2-1/8-B-230AC, просьба подтвердить номер MEBH-5/2-1/8-B-230AC ",1.0,820.0,0.105,orders
"Order-1442, _001_DFT_2023_11_14_Festo",13.13,91.45,OS-1/4-B ,18.0,182.0,0.11,orders
"Order-1442, _001_DFT_2023_11_14_Festo",13.13,91.45,"17A-30-17510, оригинал",2.0,16070.0,62.0,orders
"Order-1442, _001_DFT_2023_11_14_Festo",13.13,91.45,VL-5-1/4 ,4.0,297.0,0.22,orders
"Order-1457, заявка 16.11",13.43,91.5,HJ70-2AC-2H51-KM-A ,2.0,650.0,0.5,orders
"Order-1457, заявка 16.11",13.43,91.5,VG342R-5D-10F-Q ,36.0,1050.0,1.2,orders
"Order-1457, заявка 16.11",13.43,91.5,DI 3503 ,1.0,14826.0,2.06,orders
"Order-1457, заявка 16.11",13.43,91.5,VL/O-3-1/4 ,4.0,295.0,0.23,orders
"Order-1430, заявка 13.11 CAT",12.64,91.5,237-9251 ,1.0,1e-15,1e-16,orders
"Order-1430, заявка 13.11 CAT",12.64,91.5,"Фильтроэлемент MS4/D-MINI-LFX 1006284, подтвердите номер 532912 MS4/D-MINI-LFX ",6.0,165.0,0.04,orders
"Order-1430, заявка 13.11 CAT",12.64,91.5,CP-DYNA-2AIO ,1.0,8000.0,0.3,orders
"Order-1430, заявка 13.11 CAT",12.64,91.5,KT-VP4150 ,20.0,229.0,0.19,orders
"Order-1421, ЭГРК",13.13,91.5,"424-06-43231 ФАРА, оригинал",1.0,893.1,0.55,orders
"Order-1421, ЭГРК",13.13,91.5,164049 DZF-32-320-P-A,4.0,831.0,1e-05,orders
"Order-1421, ЭГРК",13.13,91.5,G46-10-01,3.0,53.0,0.05,orders
"Order-1421, ЭГРК",13.13,91.5,9688 SE-1/2-B,12.0,149.0,0.2,orders
"Order-1421, ЭГРК",13.13,91.5,D-M9PL,5.0,75.0,0.04,orders
"Order-1386, Вадим , запрос на Hitachi",12.64,91.5,Фильтр антикоррозионный 4266063,40.0,166.0,0.34,orders
"Order-1386, Вадим , запрос на Hitachi",12.64,91.5,"421-46-41720 Штифт, ОЕМ",1.0,1364.2,7.72,orders
"Order-1386, Вадим , запрос на Hitachi",12.64,91.5,564212 VUVG-L14-M52-MZT-G18-1R8L,2.0,219.0,1e-05,orders
"Order-1386, Вадим , запрос на Hitachi",12.64,91.5,VXK2220A-03-2G1,2.0,360.0,0.64,orders
"Order-1450, Владимир, 6181П LIEBHERR",12.64,91.5,LIEBHERR PR734XL / LIEBHERR PR736XL 10026974,10.0,5222.0,18.5,orders
"Order-1450, Владимир, 6181П LIEBHERR",12.64,91.5,"07145-10060 Пылезащитное уплотнение, оригинал",12.0,149.5,0.04,orders
"Order-1450, Владимир, 6181П LIEBHERR",12.64,91.5,"532448 DGC-32-133-KF-YSRW-A, не может найти",1.0,0.0,1e-05,orders
"Order-1450, Владимир, 6181П LIEBHERR",12.64,91.5,"421-46-11741 Втулка, ОЕМ",1.0,414.2,0.91,orders
"Order-1327, Станислав, Комацу 3.11",12.64,91.5,Клапан загрузки 569-43-83140,2.0,25787.0,5.2,orders
"Order-1327, Станислав, Комацу 3.11",12.64,91.5,"17A-30-16150 BOLT SHOE, оригинал",24.0,250.6,0.91,orders
"Order-1327, Станислав, Комацу 3.11",12.64,91.5,"421-46-11730 Втулка, ОЕМ",1.0,547.2,1.37,orders
"Order-1327, Станислав, Комацу 3.11",12.64,91.5,"07000-55300 Прокладка тип ""О"", ОЕМ",2.0,18.0,0.06,orders
"Order-1459, 16.11 Компрессор системы охлаждения",12.556,54.27,"Компрессор системы охлаждения Thermo King ZMD18KVE-TFD-977 США, Copeland Scroll (новый)",1.0,3900.0,52.0,orders
"Order-1459, 16.11 Компрессор системы охлаждения",12.556,54.27,DO 3625 ,1.0,29455.0,2.04,orders
"Order-1459, 16.11 Компрессор системы охлаждения",12.556,54.27,"23W-22-22780 Подшипник скольжения, оригинал",1.0,1131.0,0.63,orders
"Order-1459, 16.11 Компрессор системы охлаждения",12.556,54.27,"17A-61-13151 PIPE, ОЕМ",2.0,501.6,1.37,orders
"Order-1459, 16.11 Компрессор системы охлаждения",12.556,54.27,564212 VUVG-L14-M52-AZT-G18-1R8L,2.0,221.0,1e-05,orders
"Order-1462, Алеся 16.11.2023 1 заказ",12.56,90.95,"Аккумулятор Li-lon 18650x3 7800 mAh, 3,7V",3000.0,39.0,0.1615,orders
"Order-1462, Алеся 16.11.2023 1 заказ",12.56,90.95,CC-TAIX01 ,1.0,3000.0,0.5,orders
"Order-1462, Алеся 16.11.2023 1 заказ",12.56,90.95,"195-78-21320 Protector, ОЕМ",2.0,653.4,1.37,orders
"Order-1462, Алеся 16.11.2023 1 заказ",12.56,90.95,"04120-21754 Ремень, ОЕМ",1.0,110.2,0.28,orders
"Order-1462, Алеся 16.11.2023 1 заказ",12.56,90.95,156532 ADVU-32-15-P-A,6.0,388.0,1e-05,orders
"Order-1462, Алеся 16.11.2023 1 заказ",12.56,90.95,527682 MS6-EE-1/2-V24-S,1.0,510.0,1e-05,orders
"Order-1462, Алеся 16.11.2023 1 заказ",12.56,90.95,тVVQ1000-90-5,1.0,40.0,0.01,orders
"Order-1463, Алеся 16.11.2023 2 заказ",12.56,90.95,ВЛ и ЗЛ,9500.0,17.3058,0.1842,orders
"Order-1463, Алеся 16.11.2023 2 заказ",12.56,90.95,VEX7-32A,5.0,28.3,0.11,orders
"Order-1463, Алеся 16.11.2023 2 заказ",12.56,90.95,"PC100-3 205-977-7110 Радиатор, оригинал",1.0,4504.8,4.0,orders
"Order-1463, Алеся 16.11.2023 2 заказ",12.56,90.95,"04120-21754 Ремень, ОЕМ",1.0,110.2,0.28,orders
"Order-1463, Алеся 16.11.2023 2 заказ",12.56,90.95,"421-22-31761 Уплотнение, оригинал",1.0,1489.0,0.2,orders
"Order-1463, Алеся 16.11.2023 2 заказ",12.56,90.95,ARM5B-R06-A,3.0,180.0,0.03,orders
"Order-1457, заявка 16.11 1",13.05,93.0,HJ70-2AC-2H51-KM-A ,2.0,650.0,0.5,orders
"Order-1457, заявка 16.11 1",13.05,93.0,EAS800-F12,5.0,1170.0,1.4,orders
"Order-1457, заявка 16.11 1",13.05,93.0,"07123-40405 PIPE, ОЕМ",2.0,376.2,0.91,orders
"Order-1457, заявка 16.11 1",13.05,93.0,"561-50-8A200 Клапан, оригинал",2.0,1420.9,0.15,orders
"Order-1457, заявка 16.11 1",13.05,93.0,"56D-86-37700 Клапан в сборе, оригинал",2.0,2251.6,0.25,orders
